WW_Type,Volume,COD_in,BOD_in,pH_in,Voltage,Power_Density,Coulombic_Efficiency,COD_out,BOD_out,pH_out,Reference,Category
1,9097,7800,4861,6.550392761906545,0.7,1184.41,14.49,2194,1221,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6085,5584,3027,6.7161864357334355,1.771,895.86,26.82,733,306,7.4,Estimated Synergy (Co-digestion),Synthetic
2,2966,5738,3983,8.361303397607621,1.666,1730.17,18.46,1292,777,7.3,Estimated Synergy (Co-digestion),Synthetic
1,9591,6711,4140,7.3381119830025865,0.518,1067.24,19.87,1639,887,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4574,3749,2448,8.68700763791368,1.389,612.16,26.05,1012,587,7.0,Estimated Synergy (Co-digestion),Synthetic
2,9410,3865,2239,6.310856362994899,1.575,1405.1,30.06,616,290,7.3,Estimated Synergy (Co-digestion),Synthetic
1,8216,7029,3780,7.083728382123031,0.853,843.86,22.5,2201,1070,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7005,5642,3124,7.7953852747441985,0.498,443.04,9.93,1089,509,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9426,5712,3648,7.01054999080613,0.728,2340.88,30.78,228,36,7.2,Estimated Synergy (Co-digestion),Synthetic
1,1737,4180,2383,6.650273133965955,0.661,317.26,17.75,1923,1025,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2893,4946,2956,6.232553129378958,0.603,478.23,21.14,890,443,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3973,4148,2446,7.296308692234884,0.702,575.18,21.47,1621,882,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4616,4493,2857,6.7960535150261725,0.54,488.44,11.85,2013,1194,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2492,6112,3235,8.522774683769555,0.49,1052.25,19.42,1663,783,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,699,7834,4425,8.396113721527916,0.464,661.94,11.28,3055,1593,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1844,3646,2063,6.960623952464871,0.58,371.39,15.51,1071,544,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4879,6837,4440,6.844801830705754,0.6,2154.56,37.39,925,467,7.2,Estimated Synergy (Co-digestion),Synthetic
1,1902,3420,2376,8.066599453276668,0.854,366.86,19.54,1282,819,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5562,6868,3831,7.92434148826413,0.782,1568.99,27.03,1189,548,7.0,Estimated Synergy (Co-digestion),Synthetic
1,6260,3173,1791,7.054584124790641,0.412,526.38,9.89,878,442,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4626,7614,4010,8.938187190798718,0.577,845.91,14.64,2485,1188,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6196,4253,2495,7.40152240005734,0.799,434.28,14.55,1669,904,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4903,2977,1822,6.6732756674866,1.228,897.52,29.71,589,306,7.4,Estimated Synergy (Co-digestion),Synthetic
0,8066,4258,2872,7.228488835036655,0.619,1020.55,30.75,293,111,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3746,4419,2291,8.137814052764199,0.405,443.31,15.73,1663,793,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6874,2419,1653,8.333274762698956,1.473,213.58,14.85,617,372,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1308,3078,1597,6.9455618704618916,1.767,633.32,30.24,364,140,7.2,Estimated Synergy (Co-digestion),Synthetic
2,2000,6371,3984,7.260188008738341,0.68,1680.93,35.99,908,448,7.0,Estimated Synergy (Co-digestion),Synthetic
0,849,7292,4470,7.404679212277897,1.561,1185.67,29.66,740,319,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1489,2690,1843,6.071418129775029,0.577,923.64,21.94,443,248,7.2,Estimated Synergy (Co-digestion),Synthetic
2,2551,2024,1359,7.652686127308709,1.109,738.47,37.38,228,112,7.3,Estimated Synergy (Co-digestion),Synthetic
2,4189,4472,2866,6.963040331785901,1.364,1462.18,25.52,570,279,7.3,Estimated Synergy (Co-digestion),Synthetic
1,8803,7027,3895,7.529330534110537,0.5,1227.28,23.24,1336,623,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5419,6806,4002,8.02919095948122,0.758,2002.49,25.55,859,385,7.2,Estimated Synergy (Co-digestion),Synthetic
0,7643,2715,1801,8.747976004086233,0.638,614.45,14.09,986,600,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8531,2138,1300,8.156442800082717,0.806,430.32,32.31,443,230,7.2,Estimated Synergy (Co-digestion),Synthetic
1,5343,2149,1405,8.463825531858507,0.708,261.24,15.47,760,455,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1420,7072,4799,7.909633465730172,0.759,735.03,15.88,1889,1138,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9456,6678,4279,8.494172523201238,0.371,671.48,18.28,2154,1252,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6308,7700,4921,8.322062768895243,0.381,805.73,10.62,2809,1648,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3088,5151,2725,6.555669992492813,0.648,447.54,18.45,913,401,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7226,7565,3973,6.1465248699622315,0.755,521.4,10.16,3759,1855,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9537,2125,1114,8.537365400156062,0.878,761.79,25.63,456,205,7.3,Estimated Synergy (Co-digestion),Synthetic
2,5860,7582,5018,8.35626327794358,1.062,995.21,25.53,1252,678,7.1,Estimated Synergy (Co-digestion),Synthetic
2,4190,7586,4869,8.031479873766962,1.274,2593.11,25.48,1003,498,7.3,Estimated Synergy (Co-digestion),Synthetic
1,1977,3823,2180,6.282937954388243,0.55,453.97,12.66,1167,600,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7758,2432,1536,8.569753332682373,0.585,695.03,32.97,501,270,7.4,Estimated Synergy (Co-digestion),Synthetic
2,4867,2957,2033,6.037229145180478,0.719,1089.72,22.82,775,471,7.3,Estimated Synergy (Co-digestion),Synthetic
2,8840,4248,2282,7.982685161816783,1.238,955.27,24.18,670,291,7.4,Estimated Synergy (Co-digestion),Synthetic
0,9236,7021,4024,6.9122108543407705,0.407,1940.55,16.56,677,267,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2255,5479,3403,8.950561563075905,0.734,1366.76,20.37,1302,706,7.2,Estimated Synergy (Co-digestion),Synthetic
1,1454,7620,4469,6.366130686089438,0.382,724.6,13.82,2508,1337,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9082,5540,3449,7.88483837719564,1.27,1094.76,30.58,1423,782,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2674,6428,3847,7.899850540919064,0.481,364.55,14.41,2026,1097,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,522,4763,2712,7.885403549360401,0.404,294.7,15.7,1639,851,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8726,6876,3779,8.509173180858916,0.582,670.38,21.66,2031,1003,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4113,2031,1219,7.915931280103662,0.764,793.18,27.9,352,175,7.2,Estimated Synergy (Co-digestion),Synthetic
1,6325,7950,5515,8.32025463271609,0.486,537.69,22.24,3061,1958,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1992,4429,2404,8.66728872814872,1.626,507.35,30.41,1157,555,7.2,Estimated Synergy (Co-digestion),Synthetic
1,101,2270,1198,7.255993840385618,0.883,203.92,15.22,923,451,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8398,7944,5298,6.629216981815698,0.82,2113.9,28.54,1584,897,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5480,5032,3286,7.335884317125631,0.847,729.41,28.71,392,157,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6722,3816,2434,8.720049415944878,1.573,479.43,32.24,1049,596,7.3,Estimated Synergy (Co-digestion),Synthetic
1,6689,3715,2150,6.510320646036228,0.602,401.76,21.33,1408,750,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5998,2043,1106,7.4880896827606325,0.833,275.2,20.86,222,87,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3475,4445,2656,8.322185120838348,0.511,625.5,16.52,897,456,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2282,7679,5139,7.006391853547942,1.135,1307.87,30.07,1300,716,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2256,6555,3614,7.221275868474059,1.068,910.42,27.41,1408,668,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3010,2622,1626,7.04183170462881,0.479,225.8,19.04,976,556,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,977,7583,5219,7.597053379551417,1.474,695.77,20.09,724,342,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7166,4321,2576,6.127412731465234,0.933,600.61,27.25,995,516,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1948,3884,2046,8.542935439956128,0.647,457.37,20.12,1285,615,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1566,2916,1700,6.559740118479374,0.405,206.54,20.21,1361,742,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,163,6863,4500,7.893197334503089,1.205,1868.58,25.41,796,387,7.3,Estimated Synergy (Co-digestion),Synthetic
0,2558,5065,2918,8.332927709033067,0.908,899.24,18.27,1407,723,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,289,5560,3087,7.9678461325151755,0.499,898.57,26.88,1482,730,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9647,6223,3417,8.591089377008077,0.503,603.9,18.38,2974,1530,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1235,5721,3947,8.14943390074185,1.137,1507.11,24.92,1224,726,7.4,Estimated Synergy (Co-digestion),Synthetic
0,3162,6523,3882,8.508338414783063,1.095,953.25,15.7,1350,687,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6982,7651,4645,6.411309564222986,1.069,635.77,24.14,1152,560,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4735,4883,3053,6.243841569962082,0.768,291.7,15.45,1610,915,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8141,4816,2704,7.67818573391541,1.792,1286.14,19.72,538,221,7.3,Estimated Synergy (Co-digestion),Synthetic
2,4886,2877,1548,8.421539310607473,1.288,494.47,22.07,759,362,7.2,Estimated Synergy (Co-digestion),Synthetic
1,6801,5295,2830,7.718659803539719,0.719,581.77,14.87,1343,633,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8745,4621,2898,8.346303676452319,0.953,845.88,28.91,1243,692,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7365,7878,4566,8.947185160868306,0.847,1857.57,25.16,2407,1258,7.3,Estimated Synergy (Co-digestion),Synthetic
0,3194,4977,3020,7.666481047183203,0.504,1074.55,24.26,1203,639,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6379,2095,1419,8.60661238661816,0.719,435.01,21.48,512,304,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9682,3149,1921,6.316748138713284,1.768,770.42,21.32,561,284,7.2,Estimated Synergy (Co-digestion),Synthetic
2,8231,7757,5161,8.284457058990293,1.121,1823.5,29.0,2021,1189,7.2,Estimated Synergy (Co-digestion),Synthetic
1,694,7030,4228,7.656803257350804,0.797,622.61,13.11,1968,1057,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5418,6891,4597,8.215678494347385,0.848,856.96,25.84,1053,565,7.4,Estimated Synergy (Co-digestion),Synthetic
2,3336,5680,3277,6.3994593868689,1.026,2245.14,34.01,960,455,7.2,Estimated Synergy (Co-digestion),Synthetic
0,7838,2264,1296,7.888702185506315,1.194,219.81,28.21,548,275,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3613,4078,2826,8.427843793114299,1.622,593.99,18.14,874,521,7.1,Estimated Synergy (Co-digestion),Synthetic
0,9744,4133,2868,6.764377067193912,1.048,787.1,19.2,497,259,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2303,7443,4220,6.003959606952989,0.47,494.87,12.93,3612,1921,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6107,2580,1770,7.352387208918297,0.774,250.03,15.86,611,366,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5725,7569,4297,6.672516830240705,1.03,1595.68,29.51,769,307,7.3,Estimated Synergy (Co-digestion),Synthetic
0,4390,7882,4876,6.201591294308139,1.261,1391.93,19.89,1065,512,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,8948,5940,3781,7.763801199102794,1.429,718.33,23.98,1522,855,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9039,2463,1564,7.244070462497359,0.457,311.38,12.5,784,451,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3703,7651,5250,8.058699840289343,0.578,2769.16,21.43,1291,728,7.2,Estimated Synergy (Co-digestion),Synthetic
1,1970,5929,3483,6.226032352719452,0.798,671.33,17.04,2355,1278,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1462,2925,1502,7.612151527318105,0.576,114.89,21.67,697,313,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1678,6406,4119,8.426781921653374,0.849,701.2,12.86,2129,1245,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7850,4161,2583,7.176383564960364,0.763,1988.95,27.2,207,51,7.2,Estimated Synergy (Co-digestion),Synthetic
1,8530,7924,4066,6.747230496514775,0.663,578.49,12.46,3205,1522,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4153,4712,3212,7.158093147078658,1.887,1671.56,38.05,180,32,7.3,Estimated Synergy (Co-digestion),Synthetic
2,9626,7390,5102,8.875721529388073,1.277,3290.17,30.34,2005,1231,7.3,Estimated Synergy (Co-digestion),Synthetic
2,6407,3272,1919,8.02046943453955,1.069,1424.46,23.92,721,365,7.3,Estimated Synergy (Co-digestion),Synthetic
1,8725,3403,2066,7.205557015781377,0.91,495.36,11.92,1024,560,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2296,4899,3429,7.478977287313596,0.65,339.68,14.9,751,422,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,8304,7272,4713,6.777294616146333,0.857,2179.65,21.86,648,278,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6395,5846,3578,7.750169611108716,1.182,1948.74,22.31,801,383,7.4,Estimated Synergy (Co-digestion),Synthetic
1,2351,7321,4660,6.753237072088036,0.625,813.91,16.72,3200,1897,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9382,4906,3007,7.51189733947618,0.517,438.48,12.55,761,376,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9339,6634,4418,7.90530161245358,1.478,1440.72,19.88,1735,1023,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2583,6800,3813,7.963180094491724,0.643,581.78,18.54,1438,692,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1738,3658,1998,6.258163634058303,0.365,399.44,20.78,1570,797,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4512,3922,2523,7.747802810353498,0.468,412.33,14.85,1170,677,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8543,7652,3906,8.228414061779539,0.733,1138.16,25.29,1175,483,7.1,Estimated Synergy (Co-digestion),Synthetic
1,8292,7234,4143,7.740515609973912,0.497,1200.08,20.66,1803,908,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6724,6550,4497,6.676509307562888,1.209,382.77,32.28,930,503,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2892,2420,1637,7.716730187905354,0.879,240.27,23.27,882,548,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1958,2913,1788,7.817025666519516,0.588,176.24,19.04,892,494,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9347,7003,4284,8.008495729652083,0.573,2330.89,19.02,1487,781,7.2,Estimated Synergy (Co-digestion),Synthetic
0,3558,5356,2752,7.257315258860119,1.177,393.77,29.33,514,181,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3141,7404,4926,8.011740152480806,0.86,455.02,17.74,2259,1355,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1617,3533,1901,6.819988749373989,0.706,304.84,20.93,1316,651,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5957,6487,3713,7.953099894009563,0.74,686.32,13.92,1386,682,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,463,7520,5147,6.244229295080773,1.235,521.91,14.22,1999,1213,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6412,4894,3080,7.120405715949147,1.418,805.97,23.25,684,338,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7938,2135,1380,6.990802164968748,0.575,374.2,29.99,283,142,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7433,5314,2836,6.3256660733179455,1.327,633.77,31.16,795,339,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6482,3750,1934,6.353029537935897,0.594,806.54,23.23,986,450,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1269,6710,4319,6.137501053046135,0.767,1603.81,22.94,1093,574,7.3,Estimated Synergy (Co-digestion),Synthetic
2,9473,2727,1861,6.60664526237692,1.259,1133.39,28.18,427,235,7.1,Estimated Synergy (Co-digestion),Synthetic
2,2311,2972,1851,8.985285127839543,0.659,666.83,17.4,707,385,7.1,Estimated Synergy (Co-digestion),Synthetic
0,7075,2975,1999,6.292829994689122,0.672,413.34,29.46,347,173,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9851,6235,3176,6.442820457472766,0.985,3069.6,34.27,1289,561,7.2,Estimated Synergy (Co-digestion),Synthetic
0,3959,3255,1694,7.373440950253874,0.883,515.24,22.66,762,346,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7646,3824,2642,6.4675811027612315,0.444,556.12,12.12,1160,722,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5129,4774,2689,7.831856190589062,1.799,1678.38,25.1,460,178,7.2,Estimated Synergy (Co-digestion),Synthetic
2,8887,7764,4605,7.909923106076183,0.927,1692.42,29.46,1518,762,7.0,Estimated Synergy (Co-digestion),Synthetic
1,7799,6578,4544,8.750043975240981,0.452,915.8,16.32,3033,1959,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6392,7177,4471,7.125796413130319,0.937,1261.24,16.48,586,231,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8108,5511,3139,8.498993226718254,1.321,2063.22,22.21,1079,520,7.4,Estimated Synergy (Co-digestion),Synthetic
1,4520,5996,3416,8.495528317754301,0.512,665.81,21.67,1695,863,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8531,7305,4894,6.20302060997395,1.612,1558.46,16.43,2028,1212,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6055,3970,2008,7.142837288021421,0.953,636.68,27.87,591,238,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,629,2133,1075,7.639400553002094,1.019,370.03,25.25,239,88,7.1,Estimated Synergy (Co-digestion),Synthetic
2,5036,4053,2452,8.504213864330904,0.541,787.53,24.6,1133,612,7.3,Estimated Synergy (Co-digestion),Synthetic
1,9990,6566,3482,6.4256554779372435,0.843,489.24,10.83,1771,834,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1161,4549,2860,8.754575319689202,0.914,1225.79,25.74,958,516,7.2,Estimated Synergy (Co-digestion),Synthetic
1,8626,4039,2563,7.715836087221006,0.946,692.91,13.59,967,537,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5835,5612,3337,8.371818594918224,0.847,2196.96,28.07,1273,657,7.2,Estimated Synergy (Co-digestion),Synthetic
1,8102,3699,1997,8.666663818969447,0.501,248.2,19.35,1059,511,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5039,5733,3401,8.693493238804258,0.658,2037.8,21.0,1241,634,7.4,Estimated Synergy (Co-digestion),Synthetic
0,8365,2095,1376,7.463560507098936,0.662,173.68,23.53,233,112,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,285,2142,1192,6.953356225760592,0.829,345.1,25.98,99,19,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2202,2910,1688,7.448452483051233,1.064,609.79,32.68,428,197,7.3,Estimated Synergy (Co-digestion),Synthetic
1,8350,7195,3707,7.991988052378823,0.872,888.68,9.96,1657,742,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1707,2720,1558,7.628392138369355,1.603,512.38,22.49,401,182,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7863,5564,3291,7.022290468046662,0.631,584.96,15.58,1955,1057,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2315,2885,1538,8.683006826275589,0.455,182.25,11.44,844,404,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5007,2952,1964,7.915575138574994,1.468,487.64,26.4,467,251,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7817,2555,1313,7.525733765606145,0.446,407.53,18.14,419,176,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8267,5702,3675,8.166912987988615,0.8,924.36,10.23,2117,1254,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9196,2051,1192,7.170114832962915,1.501,335.9,15.2,424,210,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6300,2949,1689,8.815800947384183,1.027,565.54,23.44,969,504,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2265,6023,3138,7.069123548879737,1.284,296.5,28.56,678,259,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1415,2892,1798,6.0194685641609915,1.693,539.78,31.51,611,326,7.1,Estimated Synergy (Co-digestion),Synthetic
1,2546,5346,3725,8.562589334416678,0.815,591.94,14.61,2326,1509,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6819,5334,3237,7.788982815011586,0.885,603.19,14.4,843,414,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,364,5848,3749,8.262603275977334,0.623,327.36,19.27,1228,674,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,5284,2955,1953,8.756171248001491,0.776,400.85,19.91,1132,689,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9578,3197,2192,7.774001737682245,0.515,318.93,30.79,503,279,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,210,5559,3756,6.587616555237412,0.77,1344.45,27.03,721,374,7.3,Estimated Synergy (Co-digestion),Synthetic
2,4853,3833,2614,7.1954774828192605,1.487,1706.53,39.65,306,130,7.2,Estimated Synergy (Co-digestion),Synthetic
0,7277,4006,2490,6.196393056442938,0.839,203.83,24.56,847,451,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2660,4177,2712,6.604581008754727,0.834,909.57,25.55,427,196,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,5826,6268,3987,7.657903745487582,0.713,897.24,13.77,2039,1177,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9662,5588,3310,7.285027170970097,1.103,726.15,32.34,801,375,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,814,3401,2296,8.65133237462576,0.438,304.77,19.28,766,448,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7106,7347,4604,6.496690545256062,0.555,1112.22,10.92,2426,1382,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1568,5800,3851,6.585581442827777,0.739,633.76,22.84,668,328,7.1,Estimated Synergy (Co-digestion),Synthetic
1,5457,5962,3031,8.911151468377462,0.715,516.0,14.19,2657,1260,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7955,2083,1256,6.432759807233432,0.659,233.89,20.83,823,458,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4588,2008,1154,8.969323247040268,0.47,151.58,18.75,1023,553,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7150,7765,5413,7.392586867264893,1.402,1612.55,25.17,671,305,7.2,Estimated Synergy (Co-digestion),Synthetic
0,5158,7921,4800,6.249581030554522,0.724,1177.43,29.04,1264,622,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6520,5514,3526,6.218498186969966,1.547,799.79,30.47,1437,813,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9686,7802,4758,6.234312912062738,0.797,620.99,19.21,3860,2211,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,631,3231,2217,8.057180853227045,1.206,220.01,28.31,716,425,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4114,6179,3983,7.179739394376114,0.902,2424.85,35.6,143,39,7.2,Estimated Synergy (Co-digestion),Synthetic
0,8917,7988,4404,8.253098884612825,0.738,1150.15,19.46,1734,824,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9073,7790,5109,7.922913972366413,0.623,1436.39,18.88,1313,708,7.3,Estimated Synergy (Co-digestion),Synthetic
0,4774,5346,3645,8.510710335949964,1.08,462.22,14.07,1864,1161,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7547,5984,3068,6.408683334955347,0.436,756.57,16.61,2171,1021,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5149,4126,2102,8.153743205168215,1.652,953.94,19.41,918,404,7.2,Estimated Synergy (Co-digestion),Synthetic
1,5523,7660,3981,8.047925404335182,0.509,775.14,18.34,2600,1231,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,180,4134,2727,7.3756463144382005,0.508,456.45,12.17,1478,893,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6177,3394,1863,7.946544986083545,1.33,1415.14,21.36,476,205,7.0,Estimated Synergy (Co-digestion),Synthetic
2,5487,7310,3909,6.933899318457026,1.369,2909.17,25.99,645,228,7.4,Estimated Synergy (Co-digestion),Synthetic
0,5666,7173,4928,6.194620913505322,0.602,432.25,29.1,1091,602,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5967,5194,3441,7.760758069770258,1.326,440.54,16.64,703,363,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
